image_name,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_gust_set_1,wind_direction_set_1,dew_point_temperature_set_1d,u,v
20190813_Topanga_69bravo-n-mobo/1565729742_-01500,-0.3006223196089187,1.6454370291962548,-1.1585460648197288,-1.0304052775990735,-0.43276469340948226,1.3594721898071254,-0.8331608022613226,0.2382218663763338
20190813_Topanga_69bravo-n-mobo/1565729802_-01440,-0.3006223196089187,1.6454370291962548,-1.1585460648197288,-1.0304052775990735,-0.43276469340948226,1.3594721898071254,-0.8331608022613226,0.2382218663763338
20190813_Topanga_69bravo-n-mobo/1565729862_-01380,-0.3006223196089187,1.6454370291962548,-1.1585460648197288,-1.0304052775990735,-0.43276469340948226,1.3594721898071254,-0.8331608022613226,0.2382218663763338
20190813_Topanga_69bravo-n-mobo/1565729922_-01320,-0.3006223196089187,1.6454370291962548,-1.1585460648197288,-1.0304052775990735,-0.43276469340948226,1.3594721898071254,-0.8331608022613226,0.2382218663763338
20190813_Topanga_69bravo-n-mobo/1565729982_-01260,-0.3006223196089187,1.6454370291962548,-1.1585460648197288,-1.0304052775990735,-0.43276469340948226,1.3594721898071254,-0.8331608022613226,0.2382218663763338
20190813_Topanga_69bravo-n-mobo/1565730042_-01200,-0.20948538430729174,1.589673218638256,-1.0993859520725855,-0.9548426131108046,-0.45901419519474546,1.3902864802760773,-0.8477624665576342,0.3004402367301739
20190813_Topanga_69bravo-n-mobo/1565730102_-01140,-0.20948538430729174,1.589673218638256,-1.0993859520725855,-0.9548426131108046,-0.45901419519474546,1.3902864802760773,-0.8477624665576342,0.3004402367301739
20190813_Topanga_69bravo-n-mobo/1565730163_-01079,-0.20948538430729174,1.589673218638256,-1.0993859520725855,-0.9548426131108046,-0.45901419519474546,1.3902864802760773,-0.8477624665576342,0.3004402367301739
20190813_Topanga_69bravo-n-mobo/1565730222_-01020,-0.20948538430729174,1.589673218638256,-1.0993859520725855,-0.9548426131108046,-0.45901419519474546,1.3902864802760773,-0.8477624665576342,0.3004402367301739
20190813_Topanga_69bravo-n-mobo/1565730282_-00960,-0.20948538430729174,1.589673218638256,-1.0993859520725855,-0.9548426131108046,-0.45901419519474546,1.3902864802760773,-0.8477624665576342,0.3004402367301739
20190813_Topanga_69bravo-n-mobo/1565730342_-00900,-0.20948538430729174,1.589673218638256,-1.0993859520725855,-0.9548426131108046,-0.45901419519474546,1.3902864802760773,-0.8477624665576342,0.3004402367301739
20190813_Topanga_69bravo-n-mobo/1565730402_-00840,-0.20948538430729174,1.589673218638256,-1.0993859520725855,-0.9548426131108046,-0.45901419519474546,1.3902864802760773,-0.8477624665576342,0.3004402367301739
20190813_Topanga_69bravo-n-mobo/1565730462_-00780,-0.20948538430729174,1.589673218638256,-1.0993859520725855,-0.9548426131108046,-0.45901419519474546,1.3902864802760773,-0.8477624665576342,0.3004402367301739
20190813_Topanga_69bravo-n-mobo/1565730522_-00720,-0.20948538430729174,1.589673218638256,-1.0993859520725855,-0.9548426131108046,-0.45901419519474546,1.3902864802760773,-0.8477624665576342,0.3004402367301739
20190813_Topanga_69bravo-n-mobo/1565730582_-00660,-0.20948538430729174,1.589673218638256,-1.0993859520725855,-0.9548426131108046,-0.45901419519474546,1.3902864802760773,-0.8477624665576342,0.3004402367301739
20190813_Topanga_69bravo-n-mobo/1565730642_-00600,-0.15740713556350475,1.548527105993519,-1.1190939504427435,-1.1593062934908258,-0.5067373741476281,1.4021381304564438,-0.8116425601404423,0.34078977393984233
20190813_Topanga_69bravo-n-mobo/1565730702_-00540,-0.15740713556350475,1.548527105993519,-1.1190939504427435,-1.1593062934908258,-0.5067373741476281,1.4021381304564438,-0.8116425601404423,0.34078977393984233
20190813_Topanga_69bravo-n-mobo/1565730762_-00480,-0.15740713556350475,1.548527105993519,-1.1190939504427435,-1.1593062934908258,-0.5067373741476281,1.4021381304564438,-0.8116425601404423,0.34078977393984233
20190813_Topanga_69bravo-n-mobo/1565730822_-00420,-0.15740713556350475,1.548527105993519,-1.1190939504427435,-1.1593062934908258,-0.5067373741476281,1.4021381304564438,-0.8116425601404423,0.34078977393984233
20190813_Topanga_69bravo-n-mobo/1565730882_-00360,-0.15740713556350475,1.548527105993519,-1.1190939504427435,-1.1593062934908258,-0.5067373741476281,1.4021381304564438,-0.8116425601404423,0.34078977393984233
20190813_Topanga_69bravo-n-mobo/1565730942_-00300,-0.15740713556350475,1.548527105993519,-1.1190939504427435,-1.1593062934908258,-0.5067373741476281,1.4021381304564438,-0.8116425601404423,0.34078977393984233
20190813_Topanga_69bravo-n-mobo/1565731002_-00240,-0.15740713556350475,1.548527105993519,-1.1190939504427435,-1.1593062934908258,-0.5067373741476281,1.4021381304564438,-0.8116425601404423,0.34078977393984233
20190813_Topanga_69bravo-n-mobo/1565731062_-00180,-0.15740713556350475,1.548527105993519,-1.1190939504427435,-1.1593062934908258,-0.5067373741476281,1.4021381304564438,-0.8116425601404423,0.34078977393984233
20190813_Topanga_69bravo-n-mobo/1565731122_-00120,-0.15740713556350475,1.548527105993519,-1.1190939504427435,-1.1593062934908258,-0.5067373741476281,1.4021381304564438,-0.8116425601404423,0.34078977393984233
20190813_Topanga_69bravo-n-mobo/1565731182_-00060,-0.15740713556350475,1.548527105993519,-1.1190939504427435,-1.1593062934908258,-0.5067373741476281,1.4021381304564438,-0.8116425601404423,0.34078977393984233
20190813_Topanga_69bravo-n-mobo/1565731242_+00000,-0.165544361929721,1.5339094080802576,-1.0469471273296171,-0.8570556355377512,-0.4101568222864509,1.3879161502400041,-0.8988682915947247,0.26871502808440395
20190813_Topanga_69bravo-n-mobo/1565731302_+00060,-0.165544361929721,1.5339094080802576,-1.0469471273296171,-0.8570556355377512,-0.4101568222864509,1.3879161502400041,-0.8988682915947247,0.26871502808440395
20190813_Topanga_69bravo-n-mobo/1565731362_+00120,-0.165544361929721,1.5339094080802576,-1.0469471273296171,-0.8570556355377512,-0.4101568222864509,1.3879161502400041,-0.8988682915947247,0.26871502808440395
20190813_Topanga_69bravo-n-mobo/1565731422_+00180,-0.165544361929721,1.5339094080802576,-1.0469471273296171,-0.8570556355377512,-0.4101568222864509,1.3879161502400041,-0.8988682915947247,0.26871502808440395
20190813_Topanga_69bravo-n-mobo/1565731482_+00240,-0.165544361929721,1.5339094080802576,-1.0469471273296171,-0.8570556355377512,-0.4101568222864509,1.3879161502400041,-0.8988682915947247,0.26871502808440395
20190813_Topanga_69bravo-n-mobo/1565731542_+00300,-0.165544361929721,1.5339094080802576,-1.0469471273296171,-0.8570556355377512,-0.4101568222864509,1.3879161502400041,-0.8988682915947247,0.26871502808440395
20190813_Topanga_69bravo-n-mobo/1565731602_+00360,-0.165544361929721,1.5339094080802576,-1.0469471273296171,-0.8570556355377512,-0.4101568222864509,1.3879161502400041,-0.8988682915947247,0.26871502808440395
20190813_Topanga_69bravo-n-mobo/1565731662_+00420,-0.165544361929721,1.5339094080802576,-1.0469471273296171,-0.8570556355377512,-0.4101568222864509,1.3879161502400041,-0.8988682915947247,0.26871502808440395
20190813_Topanga_69bravo-n-mobo/1565731722_+00480,-0.165544361929721,1.5339094080802576,-1.0469471273296171,-0.8570556355377512,-0.4101568222864509,1.3879161502400041,-0.8988682915947247,0.26871502808440395
20190813_Topanga_69bravo-n-mobo/1565731782_+00540,-0.165544361929721,1.5339094080802576,-1.0469471273296171,-0.8570556355377512,-0.4101568222864509,1.3879161502400041,-0.8988682915947247,0.26871502808440395
20190813_Topanga_69bravo-n-mobo/1565731842_+00600,-0.2452891803186451,1.51171216310086,-0.6139105331278021,-0.3192272588859568,-0.38109576365369235,1.3203617442119164,-1.1346083191154395,0.42795709478210336
20190813_Topanga_69bravo-n-mobo/1565731902_+00660,-0.2452891803186451,1.51171216310086,-0.6139105331278021,-0.3192272588859568,-0.38109576365369235,1.3203617442119164,-1.1346083191154395,0.42795709478210336
20190813_Topanga_69bravo-n-mobo/1565731962_+00720,-0.2452891803186451,1.51171216310086,-0.6139105331278021,-0.3192272588859568,-0.38109576365369235,1.3203617442119164,-1.1346083191154395,0.42795709478210336
20190813_Topanga_69bravo-n-mobo/1565732022_+00780,-0.2452891803186451,1.51171216310086,-0.6139105331278021,-0.3192272588859568,-0.38109576365369235,1.3203617442119164,-1.1346083191154395,0.42795709478210336
20190813_Topanga_69bravo-n-mobo/1565732082_+00840,-0.2452891803186451,1.51171216310086,-0.6139105331278021,-0.3192272588859568,-0.38109576365369235,1.3203617442119164,-1.1346083191154395,0.42795709478210336
20190813_Topanga_69bravo-n-mobo/1565732142_+00900,-0.2452891803186451,1.51171216310086,-0.6139105331278021,-0.3192272588859568,-0.38109576365369235,1.3203617442119164,-1.1346083191154395,0.42795709478210336
20190813_Topanga_69bravo-n-mobo/1565732202_+00960,-0.2452891803186451,1.51171216310086,-0.6139105331278021,-0.3192272588859568,-0.38109576365369235,1.3203617442119164,-1.1346083191154395,0.42795709478210336
20190813_Topanga_69bravo-n-mobo/1565732262_+01020,-0.2452891803186451,1.51171216310086,-0.6139105331278021,-0.3192272588859568,-0.38109576365369235,1.3203617442119164,-1.1346083191154395,0.42795709478210336
20190813_Topanga_69bravo-n-mobo/1565732322_+01080,-0.2452891803186451,1.51171216310086,-0.6139105331278021,-0.3192272588859568,-0.38109576365369235,1.3203617442119164,-1.1346083191154395,0.42795709478210336
20190813_Topanga_69bravo-n-mobo/1565732382_+01140,-0.2452891803186451,1.51171216310086,-0.6139105331278021,-0.3192272588859568,-0.38109576365369235,1.3203617442119164,-1.1346083191154395,0.42795709478210336
20190813_Topanga_69bravo-n-mobo/1565732442_+01200,-0.20785793903404814,1.4402478621915809,-0.7515473084238268,-0.6392573673068592,-0.4252502918895905,1.3037694339594035,-1.0347021949827813,0.44243364630007603
20190813_Topanga_69bravo-n-mobo/1565732502_+01260,-0.20785793903404814,1.4402478621915809,-0.7515473084238268,-0.6392573673068592,-0.4252502918895905,1.3037694339594035,-1.0347021949827813,0.44243364630007603
20190813_Topanga_69bravo-n-mobo/1565732562_+01320,-0.20785793903404814,1.4402478621915809,-0.7515473084238268,-0.6392573673068592,-0.4252502918895905,1.3037694339594035,-1.0347021949827813,0.44243364630007603
20190813_Topanga_69bravo-n-mobo/1565732622_+01380,-0.20785793903404814,1.4402478621915809,-0.7515473084238268,-0.6392573673068592,-0.4252502918895905,1.3037694339594035,-1.0347021949827813,0.44243364630007603
20190813_Topanga_69bravo-n-mobo/1565732682_+01440,-0.20785793903404814,1.4402478621915809,-0.7515473084238268,-0.6392573673068592,-0.4252502918895905,1.3037694339594035,-1.0347021949827813,0.44243364630007603
20190813_Topanga_69bravo-n-mobo/1565732742_+01500,-0.20785793903404814,1.4402478621915809,-0.7515473084238268,-0.6392573673068592,-0.4252502918895905,1.3037694339594035,-1.0347021949827813,0.44243364630007603
20190813_Topanga_69bravo-n-mobo/1565732802_+01560,-0.20785793903404814,1.4402478621915809,-0.7515473084238268,-0.6392573673068592,-0.4252502918895905,1.3037694339594035,-1.0347021949827813,0.44243364630007603
20190813_Topanga_69bravo-n-mobo/1565732862_+01620,-0.20785793903404814,1.4402478621915809,-0.7515473084238268,-0.6392573673068592,-0.4252502918895905,1.3037694339594035,-1.0347021949827813,0.44243364630007603
20190813_Topanga_69bravo-n-mobo/1565732922_+01680,-0.20785793903404814,1.4402478621915809,-0.7515473084238268,-0.6392573673068592,-0.4252502918895905,1.3037694339594035,-1.0347021949827813,0.44243364630007603
20190813_Topanga_69bravo-n-mobo/1565732982_+01740,-0.20785793903404814,1.4402478621915809,-0.7515473084238268,-0.6392573673068592,-0.4252502918895905,1.3037694339594035,-1.0347021949827813,0.44243364630007603
20190813_Topanga_69bravo-n-mobo/1565733042_+01800,-0.25179896141161834,1.4841009559313658,-0.8829583557216493,-0.7414892074968698,-0.47023875065192283,1.3002139389052936,-0.9405598857039302,0.43996955242467645
20190813_Topanga_69bravo-n-mobo/1565733102_+01860,-0.25179896141161834,1.4841009559313658,-0.8829583557216493,-0.7414892074968698,-0.47023875065192283,1.3002139389052936,-0.9405598857039302,0.43996955242467645
20190813_Topanga_69bravo-n-mobo/1565733162_+01920,-0.25179896141161834,1.4841009559313658,-0.8829583557216493,-0.7414892074968698,-0.47023875065192283,1.3002139389052936,-0.9405598857039302,0.43996955242467645
20190813_Topanga_69bravo-n-mobo/1565733222_+01980,-0.25179896141161834,1.4841009559313658,-0.8829583557216493,-0.7414892074968698,-0.47023875065192283,1.3002139389052936,-0.9405598857039302,0.43996955242467645
20190813_Topanga_69bravo-n-mobo/1565733282_+02040,-0.25179896141161834,1.4841009559313658,-0.8829583557216493,-0.7414892074968698,-0.47023875065192283,1.3002139389052936,-0.9405598857039302,0.43996955242467645
20190813_Topanga_69bravo-n-mobo/1565733342_+02100,-0.25179896141161834,1.4841009559313658,-0.8829583557216493,-0.7414892074968698,-0.47023875065192283,1.3002139389052936,-0.9405598857039302,0.43996955242467645
20190813_Topanga_69bravo-n-mobo/1565733402_+02160,-0.25179896141161834,1.4841009559313658,-0.8829583557216493,-0.7414892074968698,-0.47023875065192283,1.3002139389052936,-0.9405598857039302,0.43996955242467645
20190813_Topanga_69bravo-n-mobo/1565733462_+02220,-0.25179896141161834,1.4841009559313658,-0.8829583557216493,-0.7414892074968698,-0.47023875065192283,1.3002139389052936,-0.9405598857039302,0.43996955242467645
20190813_Topanga_69bravo-n-mobo/1565733522_+02280,-0.25179896141161834,1.4841009559313658,-0.8829583557216493,-0.7414892074968698,-0.47023875065192283,1.3002139389052936,-0.9405598857039302,0.43996955242467645
20190813_Topanga_69bravo-n-mobo/1565733582_+02340,-0.25179896141161834,1.4841009559313658,-0.8829583557216493,-0.7414892074968698,-0.47023875065192283,1.3002139389052936,-0.9405598857039302,0.43996955242467645
20190813_Topanga_69bravo-n-mobo/1565733642_+02400,-0.2225049464932382,1.4694832580181039,-1.0601899628844926,-0.9015042617073209,-0.4946437395258579,1.3108804240676235,-0.844688431968937,0.36450667749056354
20190825_FIRE-smer-tcs8-mobo-c/1566753835_-02400,0.2978706796263207,0.435795457062893,-0.8832725301622553,-0.5323584213690439,-0.9966490140913358,0.9223833311552178,-0.4125944450951901,0.804655445983818
20190825_FIRE-smer-tcs8-mobo-c/1566753895_-02340,0.2978706796263207,0.435795457062893,-0.8832725301622553,-0.5323584213690439,-0.9966490140913358,0.9223833311552178,-0.4125944450951901,0.804655445983818
20190825_FIRE-smer-tcs8-mobo-c/1566753955_-02280,0.2978706796263207,0.435795457062893,-0.8832725301622553,-0.5323584213690439,-0.9966490140913358,0.9223833311552178,-0.4125944450951901,0.804655445983818
20190825_FIRE-smer-tcs8-mobo-c/1566754015_-02220,0.2978706796263207,0.435795457062893,-0.8832725301622553,-0.5323584213690439,-0.9966490140913358,0.9223833311552178,-0.4125944450951901,0.804655445983818
20190825_FIRE-smer-tcs8-mobo-c/1566754075_-02160,0.2978706796263207,0.435795457062893,-0.8832725301622553,-0.5323584213690439,-0.9966490140913358,0.9223833311552178,-0.4125944450951901,0.804655445983818
20190825_FIRE-smer-tcs8-mobo-c/1566754135_-02100,0.2978706796263207,0.435795457062893,-0.8832725301622553,-0.5323584213690439,-0.9966490140913358,0.9223833311552178,-0.4125944450951901,0.804655445983818
20190825_FIRE-smer-tcs8-mobo-c/1566754195_-02040,0.2978706796263207,0.435795457062893,-0.8832725301622553,-0.5323584213690439,-0.9966490140913358,0.9223833311552178,-0.4125944450951901,0.804655445983818
20190825_FIRE-smer-tcs8-mobo-c/1566754255_-01980,0.3515763736433507,0.312275909695831,-0.3708024602676467,-0.37834393169148467,-1.0122254939936488,0.8394217798926539,-0.36148862005809956,1.2799175522015167
20190825_FIRE-smer-tcs8-mobo-c/1566754315_-01920,0.3515763736433507,0.312275909695831,-0.3708024602676467,-0.37834393169148467,-1.0122254939936488,0.8394217798926539,-0.36148862005809956,1.2799175522015167
20190825_FIRE-smer-tcs8-mobo-c/1566754375_-01860,0.3515763736433507,0.312275909695831,-0.3708024602676467,-0.37834393169148467,-1.0122254939936488,0.8394217798926539,-0.36148862005809956,1.2799175522015167
20190825_FIRE-smer-tcs8-mobo-c/1566754435_-01800,0.3515763736433507,0.312275909695831,-0.3708024602676467,-0.37834393169148467,-1.0122254939936488,0.8394217798926539,-0.36148862005809956,1.2799175522015167
20190825_FIRE-smer-tcs8-mobo-c/1566754495_-01740,0.3515763736433507,0.312275909695831,-0.3708024602676467,-0.37834393169148467,-1.0122254939936488,0.8394217798926539,-0.36148862005809956,1.2799175522015167
20190825_FIRE-smer-tcs8-mobo-c/1566754555_-01680,0.3515763736433507,0.312275909695831,-0.3708024602676467,-0.37834393169148467,-1.0122254939936488,0.8394217798926539,-0.36148862005809956,1.2799175522015167
20190825_FIRE-smer-tcs8-mobo-c/1566754615_-01620,0.3515763736433507,0.312275909695831,-0.3708024602676467,-0.37834393169148467,-1.0122254939936488,0.8394217798926539,-0.36148862005809956,1.2799175522015167
20190825_FIRE-smer-tcs8-mobo-c/1566754675_-01560,0.3515763736433507,0.312275909695831,-0.3708024602676467,-0.37834393169148467,-1.0122254939936488,0.8394217798926539,-0.36148862005809956,1.2799175522015167
20190825_FIRE-smer-tcs8-mobo-c/1566754735_-01500,0.3515763736433507,0.312275909695831,-0.3708024602676467,-0.37834393169148467,-1.0122254939936488,0.8394217798926539,-0.36148862005809956,1.2799175522015167
20190825_FIRE-smer-tcs8-mobo-c/1566754795_-01440,0.3515763736433507,0.312275909695831,-0.3708024602676467,-0.37834393169148467,-1.0122254939936488,0.8394217798926539,-0.36148862005809956,1.2799175522015167
20190825_FIRE-smer-tcs8-mobo-c/1566754855_-01380,0.39218113321077225,0.09650244660951691,-0.5864113307211125,-0.5610277852484163,-1.0098854314149406,0.66875801729538,-0.3789721917813148,1.0794019130908739
20190825_FIRE-smer-tcs8-mobo-c/1566754915_-01320,0.39218113321077225,0.09650244660951691,-0.5864113307211125,-0.5610277852484163,-1.0098854314149406,0.66875801729538,-0.3789721917813148,1.0794019130908739
20190825_FIRE-smer-tcs8-mobo-c/1566754975_-01260,0.39218113321077225,0.09650244660951691,-0.5864113307211125,-0.5610277852484163,-1.0098854314149406,0.66875801729538,-0.3789721917813148,1.0794019130908739
20190825_FIRE-smer-tcs8-mobo-c/1566755035_-01200,0.39218113321077225,0.09650244660951691,-0.5864113307211125,-0.5610277852484163,-1.0098854314149406,0.66875801729538,-0.3789721917813148,1.0794019130908739
20190825_FIRE-smer-tcs8-mobo-c/1566755095_-01140,0.39218113321077225,0.09650244660951691,-0.5864113307211125,-0.5610277852484163,-1.0098854314149406,0.66875801729538,-0.3789721917813148,1.0794019130908739
20190825_FIRE-smer-tcs8-mobo-c/1566755155_-01080,0.39218113321077225,0.09650244660951691,-0.5864113307211125,-0.5610277852484163,-1.0098854314149406,0.66875801729538,-0.3789721917813148,1.0794019130908739
20190825_FIRE-smer-tcs8-mobo-c/1566755215_-01020,0.39218113321077225,0.09650244660951691,-0.5864113307211125,-0.5610277852484163,-1.0098854314149406,0.66875801729538,-0.3789721917813148,1.0794019130908739
20190825_FIRE-smer-tcs8-mobo-c/1566755275_-00960,0.39218113321077225,0.09650244660951691,-0.5864113307211125,-0.5610277852484163,-1.0098854314149406,0.66875801729538,-0.3789721917813148,1.0794019130908739
20190825_FIRE-smer-tcs8-mobo-c/1566755335_-00900,0.39218113321077225,0.09650244660951691,-0.5864113307211125,-0.5610277852484163,-1.0098854314149406,0.66875801729538,-0.3789721917813148,1.0794019130908739
20190825_FIRE-smer-tcs8-mobo-c/1566755395_-00840,0.39218113321077225,0.09650244660951691,-0.5864113307211125,-0.5610277852484163,-1.0098854314149406,0.66875801729538,-0.3789721917813148,1.0794019130908739
20190825_FIRE-smer-tcs8-mobo-c/1566755455_-00780,0.4643583310791145,-0.2955766951973044,-0.2459008412015858,-0.1116521746740661,-0.9712478649112739,0.27000924697695744,-0.4281567452004696,1.4052783281124717
20190825_FIRE-smer-tcs8-mobo-c/1566755515_-00720,0.4643583310791145,-0.2955766951973044,-0.2459008412015858,-0.1116521746740661,-0.9712478649112739,0.27000924697695744,-0.4281567452004696,1.4052783281124717
20190825_FIRE-smer-tcs8-mobo-c/1566755575_-00660,0.4643583310791145,-0.2955766951973044,-0.2459008412015858,-0.1116521746740661,-0.9712478649112739,0.27000924697695744,-0.4281567452004696,1.4052783281124717
20190825_FIRE-smer-tcs8-mobo-c/1566755635_-00600,0.4643583310791145,-0.2955766951973044,-0.2459008412015858,-0.1116521746740661,-0.9712478649112739,0.27000924697695744,-0.4281567452004696,1.4052783281124717
20190825_FIRE-smer-tcs8-mobo-c/1566755695_-00540,0.4643583310791145,-0.2955766951973044,-0.2459008412015858,-0.1116521746740661,-0.9712478649112739,0.27000924697695744,-0.4281567452004696,1.4052783281124717
20190825_FIRE-smer-tcs8-mobo-c/1566755755_-00480,0.4643583310791145,-0.2955766951973044,-0.2459008412015858,-0.1116521746740661,-0.9712478649112739,0.27000924697695744,-0.4281567452004696,1.4052783281124717
20190825_FIRE-smer-tcs8-mobo-c/1566755815_-00420,0.4643583310791145,-0.2955766951973044,-0.2459008412015858,-0.1116521746740661,-0.9712478649112739,0.27000924697695744,-0.4281567452004696,1.4052783281124717
20190825_FIRE-smer-tcs8-mobo-c/1566755875_-00360,0.4643583310791145,-0.2955766951973044,-0.2459008412015858,-0.1116521746740661,-0.9712478649112739,0.27000924697695744,-0.4281567452004696,1.4052783281124717
20190825_FIRE-smer-tcs8-mobo-c/1566755935_-00300,0.4643583310791145,-0.2955766951973044,-0.2459008412015858,-0.1116521746740661,-0.9712478649112739,0.27000924697695744,-0.4281567452004696,1.4052783281124717
20190825_FIRE-smer-tcs8-mobo-c/1566755995_-00240,0.4643583310791145,-0.2955766951973044,-0.2459008412015858,-0.1116521746740661,-0.9712478649112739,0.27000924697695744,-0.4281567452004696,1.4052783281124717
20190825_FIRE-smer-tcs8-mobo-c/1566756055_-00180,0.5275845799446185,-0.4056154767110249,-0.5461022485792533,-0.24099767682751394,-1.061854886775898,0.16784802242220032,-0.2992394196369817,1.097574605421946
20190825_FIRE-smer-tcs8-mobo-c/1566756115_-00120,0.5275845799446185,-0.4056154767110249,-0.5461022485792533,-0.24099767682751394,-1.061854886775898,0.16784802242220032,-0.2992394196369817,1.097574605421946
20190825_FIRE-smer-tcs8-mobo-c/1566756235_+00000,0.5275845799446185,-0.4056154767110249,-0.5461022485792533,-0.24099767682751394,-1.061854886775898,0.16784802242220032,-0.2992394196369817,1.097574605421946
20190825_FIRE-smer-tcs8-mobo-c/1566756297_+00062,0.5275845799446185,-0.4056154767110249,-0.5461022485792533,-0.24099767682751394,-1.061854886775898,0.16784802242220032,-0.2992394196369817,1.097574605421946
20190825_FIRE-smer-tcs8-mobo-c/1566756355_+00120,0.5275845799446185,-0.4056154767110249,-0.5461022485792533,-0.24099767682751394,-1.061854886775898,0.16784802242220032,-0.2992394196369817,1.097574605421946
20190825_FIRE-smer-tcs8-mobo-c/1566756415_+00180,0.5275845799446185,-0.4056154767110249,-0.5461022485792533,-0.24099767682751394,-1.061854886775898,0.16784802242220032,-0.2992394196369817,1.097574605421946
20190825_FIRE-smer-tcs8-mobo-c/1566756475_+00240,0.5275845799446185,-0.4056154767110249,-0.5461022485792533,-0.24099767682751394,-1.061854886775898,0.16784802242220032,-0.2992394196369817,1.097574605421946
20190825_FIRE-smer-tcs8-mobo-c/1566756535_+00300,0.5275845799446185,-0.4056154767110249,-0.5461022485792533,-0.24099767682751394,-1.061854886775898,0.16784802242220032,-0.2992394196369817,1.097574605421946
20190825_FIRE-smer-tcs8-mobo-c/1566756595_+00360,0.5275845799446185,-0.4056154767110249,-0.5461022485792533,-0.24099767682751394,-1.061854886775898,0.16784802242220032,-0.2992394196369817,1.097574605421946
20190825_FIRE-smer-tcs8-mobo-c/1566756655_+00420,0.5327924048189966,-0.3988750937843541,-0.4351890891330805,-0.03764521210173236,-0.9236479088860227,0.18047002986429034,-0.5094265346391511,1.2266315221460002
20190825_FIRE-smer-tcs8-mobo-c/1566756715_+00480,0.5327924048189966,-0.3988750937843541,-0.4351890891330805,-0.03764521210173236,-0.9236479088860227,0.18047002986429034,-0.5094265346391511,1.2266315221460002
20190825_FIRE-smer-tcs8-mobo-c/1566756775_+00540,0.5327924048189966,-0.3988750937843541,-0.4351890891330805,-0.03764521210173236,-0.9236479088860227,0.18047002986429034,-0.5094265346391511,1.2266315221460002
